,LotArea,OverallQual,YearRemodAdd,ExterQual,KitchenQual,Fireplaces,GarageCars,MiscVal,TotSq,OutSq,TotBr,BsmtFinish,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,Foundation,BsmtExposure,CentralAir,Electrical,Functional,GarageType,GarageFinish,PavedDrive,SaleType,SaleCondition,SalePrice
0,-0.20147881393777214,0.6548463358670961,0.8735928328256498,1.054104883626673,0.7330178127360387,-0.9532746028350284,0.3112843873802844,-0.08200856648554346,0.008615212917208412,-0.7667314467985287,1.653196837974929,0.9359754106389738,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,PConc,No,Y,SBrkr,Typ,Attchd,RFn,Y,WD,Normal,208500
1,-0.0852876981953753,-0.07320949784173408,-0.43689739423892177,-0.6950541982946878,-0.7748447920647713,0.6087958259014614,0.3112843873802844,-0.08200856648554346,-0.04501535087329701,0.7527704225826978,0.3715248807922151,0.5122151148331967,Pave,Reg,Lvl,FR2,Gtl,Veenker,Feedr,Norm,1Fam,1Story,CBlock,Gd,Y,SBrkr,Typ,Attchd,RFn,Y,WD,Normal,181500
2,0.08142129395675933,0.6548463358670961,0.8250561577491842,1.054104883626673,0.7330178127360387,0.6087958259014614,0.3112843873802844,-0.08200856648554346,0.18738375888555983,-0.8885480523607366,1.653196837974929,0.9359754106389738,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,PConc,Mn,Y,SBrkr,Typ,Attchd,RFn,Y,WD,Normal,223500
3,-0.09033948583634907,0.6548463358670961,-0.7281174446977154,-0.6950541982946878,0.7330178127360387,0.6087958259014614,1.6512010638052705,-0.08200856648554346,-0.11013817833319645,0.8104730252174279,-0.2693110977991418,0.5122151148331967,Pave,IR1,Lvl,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,BrkTil,No,Y,SBrkr,Typ,Detchd,Unf,Y,WD,Abnorml,140000
4,0.3855389099433807,1.3829021695759263,0.727982807596253,1.054104883626673,0.7330178127360387,0.6087958259014614,1.6512010638052705,-0.08200856648554346,1.0007806430415587,0.6117196161422463,1.653196837974929,0.9359754106389738,Pave,IR1,Lvl,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,PConc,Av,Y,SBrkr,Typ,Attchd,RFn,Y,WD,Normal,250000
5,0.3708887257845567,-0.8012653315505642,0.4852994322139249,-0.6950541982946878,-0.7748447920647713,-0.9532746028350284,0.3112843873802844,1.4874485662785164,-0.5123674067619871,1.3426192495154945,0.3715248807922151,0.9359754106389738,Pave,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,Wood,No,Y,SBrkr,Typ,Attchd,Unf,Y,WD,Normal,143000
6,-0.03638639383074913,1.3829021695759263,0.9706661829785811,1.054104883626673,0.7330178127360387,0.6087958259014614,0.3112843873802844,-0.08200856648554346,1.048026615904623,0.8425300266811668,1.012360859383572,0.9359754106389738,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,PConc,Av,Y,SBrkr,Typ,Attchd,RFn,Y,WD,Normal,307000
7,-0.006277739490545428,0.6548463358670961,-0.5825074194683186,-0.6950541982946878,-0.7748447920647713,2.1708662546379514,0.3112843873802844,0.7027199998964864,0.8143505879602779,3.1185771306066323,1.653196837974929,1.783496002250528,Pave,IR1,Lvl,Corner,Gtl,NWAmes,PosN,Norm,1Fam,2Story,CBlock,Mn,Y,SBrkr,Typ,Attchd,RFn,Y,WD,Normal,200000
8,-0.4368921180071501,0.6548463358670961,-1.6988509462270278,-0.6950541982946878,-0.7748447920647713,2.1708662546379514,0.3112843873802844,-0.08200856648554346,0.2129221225953243,0.7335362217044544,-0.2693110977991418,-1.1828260683899119,Pave,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,BrkTil,No,Y,FuseF,Min1,Detchd,Unf,Y,WD,Abnorml,129900
9,-0.30554563934183193,-0.8012653315505642,-1.6988509462270278,-0.6950541982946878,-0.7748447920647713,2.1708662546379514,-1.0286322890447017,-0.08200856648554346,-0.6272900434559273,-1.1321812634851527,-0.2693110977991418,0.9359754106389738,Pave,Reg,Lvl,Corner,Gtl,BrkSide,Artery,Artery,2fmCon,1.5Unf,BrkTil,No,Y,SBrkr,Typ,Attchd,RFn,Y,WD,Normal,118000
